diag_id,object_id,method,date,temperature,humidity,illumination,defect_found,defect_description,quality_grade,param1,param2,param3,ml_label
6139,700,MFL,2017-12-29,23.8,25.8,275.8,True,овальность - ОВЛ,требует_мер,36.29,174.3,66.5,medium
6140,221,PVK,2025-06-24,-2.0,77.9,470.2,False,,удовлетворительно,,,,normal
6141,771,MPK,2025-04-14,31.9,42.8,645.4,True,трещина - ТРЩ,недопустимо,11.3,156.1,131.3,high
6142,428,RGK,2025-05-02,-7.4,63.9,882.4,True,трещина - ТРЩ,требует_мер,15.06,431.3,146.6,medium
6143,175,UZK,2020-09-19,35.1,42.3,575.8,True,трещина - ТРЩ,допустимо,53.91,316.3,67.8,high
6144,384,MFL,2022-05-11,27.9,55.8,260.6,True,вмятина - ПОКН,требует_мер,0.94,343.9,129.0,medium
6145,591,RGK,2023-09-24,7.2,41.2,637.2,True,потеря металла - ЯЗВА,удовлетворительно,43.35,111.5,126.5,medium
6146,145,UZK,2024-12-21,-11.8,28.3,538.5,True,трещина - ТРЩ,допустимо,43.17,16.0,97.6,medium
6147,465,TVK,2017-11-03,-8.0,88.0,625.0,False,,удовлетворительно,,,,normal
6148,226,UZK,2019-05-03,25.8,29.8,244.9,True,потеря металла - ЯЗВА,допустимо,44.92,323.7,60.7,high
6149,327,VIK,2020-01-12,-2.3,93.6,765.2,True,аномалия сварного шва - ШОВ,удовлетворительно,16.93,473.0,178.2,normal
6150,270,UTWM,2025-11-17,39.0,86.7,212.8,True,расслоение - ВМТ,допустимо,50.16,139.7,192.8,high
6151,741,UZK,2022-05-31,-26.6,42.9,619.1,True,овальность - ОВЛ,требует_мер,37.48,130.7,37.6,high
6152,92,UZK,2024-02-12,6.8,74.7,966.5,True,коррозия - ОБШР,удовлетворительно,24.22,255.0,44.7,normal
6153,418,TFI,2019-10-20,-28.5,75.6,108.4,True,расслоение - ВМТ,удовлетворительно,10.49,396.7,70.8,normal
6154,715,MFL,2017-10-07,8.2,49.7,469.8,True,расслоение - ВМТ,удовлетворительно,26.58,164.4,7.1,medium
6155,277,PVK,2025-10-06,1.5,26.6,179.0,True,расслоение - ВМТ,допустимо,11.89,400.2,186.6,normal
6156,274,UZK,2017-08-02,-26.6,45.2,348.8,True,аномалия сварного шва - ШОВ,удовлетворительно,13.67,412.3,93.2,normal
6157,254,RGK,2022-07-07,30.9,47.1,206.3,False,,удовлетворительно,,,,normal
6158,234,PVK,2023-03-05,19.5,48.5,738.9,True,потеря металла - ЯЗВА,допустимо,4.03,227.8,153.8,normal
6159,735,MFL,2022-04-13,15.5,44.0,806.7,False,,удовлетворительно,,,,normal
6160,737,TFI,2022-03-05,-7.4,63.0,471.7,False,,удовлетворительно,,,,normal
6161,585,VIK,2018-07-02,36.5,61.2,758.2,False,,удовлетворительно,,,,normal
6162,447,VIK,2019-12-15,21.5,27.9,182.5,True,потеря металла - ЯЗВА,требует_мер,11.54,343.4,122.4,medium
6163,647,TFI,2017-09-03,39.3,89.8,799.1,True,трещина - ТРЩ,требует_мер,38.77,190.2,145.7,medium
6164,394,RGK,2024-02-09,-23.1,49.7,588.8,False,,удовлетворительно,,,,normal
6165,150,VIBRO,2023-03-27,-14.0,52.7,994.9,True,коррозия - ОБШР,удовлетворительно,42.45,443.7,62.8,medium
6166,548,VIK,2025-09-03,-0.9,27.6,828.5,False,,удовлетворительно,,,,normal
6167,57,VIK,2022-04-19,-13.1,87.7,910.0,False,,удовлетворительно,,,,normal
6168,574,MFL,2025-02-02,15.7,94.2,222.3,True,потеря металла - ЯЗВА,удовлетворительно,22.2,240.7,58.3,medium
6169,354,VIBRO,2024-11-18,-18.3,49.6,223.0,True,трещина - ТРЩ,удовлетворительно,5.91,492.3,192.2,normal
6170,316,TFI,2021-10-31,40.5,54.5,309.0,True,коррозия - ОБШР,удовлетворительно,11.84,33.4,24.8,normal
6171,417,MFL,2025-10-04,-6.2,62.1,898.6,True,аномалия сварного шва - ШОВ,допустимо,36.77,36.2,87.2,high
6172,65,VIK,2019-07-31,-15.6,75.0,388.3,True,аномалия сварного шва - ШОВ,удовлетворительно,38.52,252.4,67.6,medium
6173,593,PVK,2023-10-07,-24.3,61.6,337.6,True,расслоение - ВМТ,требует_мер,19.07,339.5,168.2,medium
6174,389,GEO,2017-08-11,35.0,32.9,557.2,True,аномалия сварного шва - ШОВ,требует_мер,50.57,395.3,160.3,high
6175,172,UZK,2020-06-28,-11.6,64.7,843.0,False,,удовлетворительно,,,,normal
6176,751,MFL,2019-10-23,35.7,62.9,666.1,True,потеря металла - ЯЗВА,требует_мер,43.81,197.9,110.8,medium
6177,665,UZK,2016-02-06,-6.2,22.9,454.3,False,,удовлетворительно,,,,normal
6178,314,MFL,2019-07-30,25.1,24.7,232.0,False,,удовлетворительно,,,,normal
6179,444,UTWM,2021-10-15,21.3,66.1,568.0,False,,удовлетворительно,,,,normal
6180,309,UZK,2023-09-25,26.2,69.6,373.0,True,трещина - ТРЩ,требует_мер,46.41,75.4,13.2,medium
6181,181,TFI,2021-06-30,28.2,78.7,569.5,False,,удовлетворительно,,,,normal
6182,755,MFL,2016-01-19,-1.6,35.5,190.6,True,коррозия - ОБШР,допустимо,48.36,133.0,62.4,high
6183,311,MFL,2025-10-15,22.9,78.1,309.2,True,вмятина - ПОКН,удовлетворительно,8.15,266.3,22.2,normal
6184,541,MFL,2016-06-06,-13.8,50.5,780.4,False,,удовлетворительно,,,,normal
6185,489,VIK,2023-03-13,27.8,75.1,322.5,True,расслоение - ВМТ,требует_мер,43.66,162.5,13.0,medium
6186,795,VIK,2023-02-13,12.8,56.4,322.5,False,,удовлетворительно,,,,normal
6187,143,MFL,2021-08-13,-12.3,28.9,347.1,False,,удовлетворительно,,,,normal
6188,87,TVK,2025-02-17,-24.5,78.2,425.5,False,,удовлетворительно,,,,normal
6189,217,UZK,2021-03-16,-27.6,32.0,251.3,True,овальность - ОВЛ,требует_мер,30.44,342.0,22.6,high
6190,287,MFL,2019-07-29,-7.1,63.5,779.2,True,потеря металла - ЯЗВА,недопустимо,57.03,306.5,42.6,high
6191,306,VIBRO,2019-11-23,42.4,21.6,345.7,False,,удовлетворительно,,,,normal
6192,619,VIBRO,2023-09-15,3.2,22.6,734.7,True,трещина - ТРЩ,удовлетворительно,2.24,420.2,153.5,normal
6193,15,MFL,2022-03-22,18.4,75.1,277.4,False,,удовлетворительно,,,,normal
6194,356,UZK,2018-11-06,32.0,31.3,985.1,True,коррозия - ОБШР,удовлетворительно,25.2,269.4,64.9,medium
6195,198,RGK,2022-03-30,26.3,38.0,595.2,False,,удовлетворительно,,,,normal
6196,460,MFL,2020-03-31,-17.8,49.4,167.1,True,расслоение - ВМТ,удовлетворительно,19.63,72.5,120.9,normal
6197,468,MFL,2024-06-17,-20.4,39.7,653.7,True,аномалия сварного шва - ШОВ,удовлетворительно,1.35,400.7,43.1,normal
6198,649,UZK,2024-06-18,5.4,34.7,767.7,True,коррозия - ОБШР,требует_мер,46.55,156.7,80.5,medium
6199,730,TFI,2024-06-28,-7.0,55.4,196.4,False,,удовлетворительно,,,,normal
6200,412,RGK,2022-06-20,38.9,53.6,204.3,True,коррозия - ОБШР,требует_мер,32.67,42.2,120.0,medium
6201,271,MFL,2024-03-05,-13.9,84.2,351.3,True,потеря металла - ЯЗВА,допустимо,10.18,76.5,118.4,normal
6202,296,UZK,2020-11-22,-9.6,33.5,456.8,False,,удовлетворительно,,,,normal
6203,332,MFL,2019-06-27,-29.1,25.0,582.2,True,овальность - ОВЛ,допустимо,29.77,468.8,165.4,high
6204,249,TFI,2020-12-25,-28.4,58.3,332.3,False,,удовлетворительно,,,,normal
6205,456,MFL,2019-08-30,-24.1,26.2,848.5,True,аномалия сварного шва - ШОВ,допустимо,34.09,491.7,177.2,medium
6206,669,UZK,2016-07-06,44.2,32.6,710.1,True,коррозия - ОБШР,допустимо,35.76,359.0,13.6,medium
6207,634,VIK,2024-12-02,18.0,36.1,657.2,False,,удовлетворительно,,,,normal
6208,575,MPK,2022-02-26,10.9,59.9,380.5,False,,удовлетворительно,,,,normal
6209,418,GEO,2016-01-30,21.5,72.5,419.3,True,расслоение - ВМТ,удовлетворительно,45.06,177.9,97.5,medium
6210,100,MFL,2024-09-15,13.8,94.1,724.5,True,вмятина - ПОКН,допустимо,53.44,34.1,181.1,high
6211,169,RGK,2022-12-30,25.0,90.6,967.5,True,коррозия - ОБШР,удовлетворительно,43.42,494.1,126.4,high
6212,310,UZK,2022-08-21,24.7,88.5,632.5,False,,удовлетворительно,,,,normal
6213,217,UZK,2019-05-23,-2.7,60.4,589.9,True,коррозия - ОБШР,допустимо,6.79,344.4,80.9,normal
6214,596,TFI,2020-04-04,-4.4,61.1,491.3,True,трещина - ТРЩ,требует_мер,51.93,367.8,167.7,high
6215,499,UZK,2023-12-24,-11.2,52.5,736.4,True,овальность - ОВЛ,допустимо,53.82,314.1,196.8,high
6216,667,UZK,2021-10-25,-9.5,41.1,547.4,False,,удовлетворительно,,,,normal
6217,117,UZK,2022-01-07,42.3,37.7,399.9,True,коррозия - ОБШР,удовлетворительно,15.78,400.2,160.0,normal
6218,793,VIBRO,2017-08-27,28.1,74.4,163.9,True,коррозия - ОБШР,допустимо,28.25,381.3,12.4,medium
6219,153,UZK,2016-06-13,43.0,79.5,348.2,False,,удовлетворительно,,,,normal
6220,669,MFL,2021-10-22,19.3,50.5,446.3,True,вмятина - ПОКН,требует_мер,20.86,183.2,189.0,medium
6221,260,MFL,2023-08-04,12.0,69.5,374.0,True,трещина - ТРЩ,удовлетворительно,49.43,482.9,147.4,medium
6222,253,GEO,2020-06-05,29.1,72.9,654.3,True,трещина - ТРЩ,недопустимо,8.38,49.3,84.0,high
6223,563,TVK,2016-02-14,33.5,85.6,563.9,False,,удовлетворительно,,,,normal
6224,740,MPK,2018-06-19,-16.0,75.4,842.4,True,потеря металла - ЯЗВА,допустимо,48.41,403.3,177.2,medium
6225,539,MFL,2025-09-18,32.8,52.6,171.2,True,потеря металла - ЯЗВА,допустимо,43.32,483.4,25.3,medium
6226,781,MPK,2023-03-05,-6.3,67.2,109.0,True,аномалия сварного шва - ШОВ,удовлетворительно,58.56,187.0,118.1,high
6227,60,VIK,2021-04-08,7.4,65.8,339.1,False,,удовлетворительно,,,,normal
6228,106,UZK,2020-11-06,4.7,52.6,641.9,True,овальность - ОВЛ,требует_мер,42.97,15.6,160.0,high
6229,104,RGK,2022-06-24,44.8,40.8,941.6,True,аномалия сварного шва - ШОВ,удовлетворительно,20.74,60.2,26.7,medium
6230,731,UZK,2019-06-23,11.3,77.2,941.1,False,,удовлетворительно,,,,normal
6231,587,GEO,2018-08-21,-15.6,21.0,982.3,True,трещина - ТРЩ,допустимо,45.74,145.3,23.9,medium
6232,319,VIK,2023-06-10,30.8,78.0,496.3,True,аномалия сварного шва - ШОВ,удовлетворительно,24.64,242.9,96.5,high
6233,787,MFL,2024-03-13,20.2,40.5,832.7,True,овальность - ОВЛ,допустимо,40.33,146.9,34.0,medium
6234,294,RGK,2017-06-01,-1.5,29.1,908.1,True,коррозия - ОБШР,удовлетворительно,43.02,422.5,40.0,medium
6235,645,VIK,2017-12-28,38.4,71.6,762.5,True,потеря металла - ЯЗВА,недопустимо,17.17,178.8,24.1,high
6236,645,TFI,2025-04-15,19.4,75.9,332.8,True,овальность - ОВЛ,допустимо,47.14,397.9,13.8,medium
6237,683,MFL,2021-07-13,22.5,57.6,825.4,False,,удовлетворительно,,,,normal
6238,115,MFL,2023-07-23,-9.7,68.9,116.5,True,аномалия сварного шва - ШОВ,допустимо,18.72,418.8,35.8,normal
6239,762,UZK,2022-12-30,-2.4,70.5,242.6,True,вмятина - ПОКН,недопустимо,32.03,336.8,93.8,high
6240,91,TVK,2017-11-21,40.5,66.1,971.3,False,,удовлетворительно,,,,normal
6241,345,UZK,2020-01-23,29.9,68.7,265.7,True,коррозия - ОБШР,допустимо,56.08,223.5,81.9,high
6242,108,VIK,2019-08-15,-8.6,42.8,426.8,True,трещина - ТРЩ,недопустимо,46.63,215.0,56.7,high
6243,125,UZK,2022-08-17,4.7,26.2,657.5,True,коррозия - ОБШР,допустимо,45.1,159.5,162.3,high
6244,24,VIK,2017-08-05,17.5,69.3,286.9,False,,удовлетворительно,,,,normal
6245,265,VIK,2017-06-10,-9.4,65.6,575.7,False,,удовлетворительно,,,,normal
6246,688,VIBRO,2018-01-19,44.2,68.4,203.0,True,расслоение - ВМТ,удовлетворительно,33.13,160.5,159.9,medium
6247,593,MPK,2025-01-24,-23.2,52.7,201.3,True,трещина - ТРЩ,допустимо,13.78,317.4,89.3,normal
6248,185,TFI,2017-05-06,43.6,87.5,250.3,True,коррозия - ОБШР,допустимо,27.73,311.8,181.6,high
6249,83,RGK,2018-08-28,-20.4,93.7,502.7,False,,удовлетворительно,,,,normal
6250,293,UZK,2019-11-11,10.4,28.1,865.8,False,,удовлетворительно,,,,normal
6251,259,VIK,2025-10-05,8.9,21.1,514.7,True,аномалия сварного шва - ШОВ,требует_мер,24.32,402.4,23.1,medium
6252,365,UZK,2017-01-25,-11.0,61.2,879.7,True,коррозия - ОБШР,удовлетворительно,10.23,287.5,129.7,normal
6253,382,UZK,2022-03-15,22.9,49.0,753.1,True,коррозия - ОБШР,допустимо,13.97,411.1,117.7,normal
6254,689,UTWM,2017-02-03,15.0,45.8,818.3,True,потеря металла - ЯЗВА,удовлетворительно,15.15,366.0,139.6,normal
6255,230,UZK,2018-09-22,39.4,41.5,254.2,False,,удовлетворительно,,,,normal
6256,327,PVK,2016-11-25,41.0,23.3,587.0,True,трещина - ТРЩ,удовлетворительно,13.17,247.9,162.3,normal
6257,753,UTWM,2022-09-18,38.4,48.4,911.4,False,,удовлетворительно,,,,normal
6258,49,VIK,2017-09-21,-12.0,23.2,546.7,True,трещина - ТРЩ,удовлетворительно,4.75,143.6,62.1,normal
6259,284,TFI,2021-03-23,42.0,32.6,475.0,False,,удовлетворительно,,,,normal
6260,549,GEO,2024-12-19,-6.1,25.7,622.8,True,аномалия сварного шва - ШОВ,допустимо,57.11,407.4,165.4,high
6261,612,MFL,2017-09-01,43.2,72.2,254.6,True,коррозия - ОБШР,допустимо,23.41,222.2,83.3,normal
6262,414,UZK,2023-10-09,2.8,81.8,725.6,True,коррозия - ОБШР,допустимо,15.17,419.3,162.5,normal
6263,57,MFL,2020-05-12,0.2,56.4,786.9,False,,удовлетворительно,,,,normal
6264,360,UTWM,2024-06-05,-29.7,73.6,627.8,False,,удовлетворительно,,,,normal
6265,248,RGK,2022-07-09,-27.1,47.8,103.0,True,коррозия - ОБШР,допустимо,7.22,276.4,193.8,normal
6266,345,VIBRO,2021-08-15,-22.5,64.5,122.2,False,,удовлетворительно,,,,normal
6267,203,TFI,2018-09-13,-21.1,90.7,252.6,True,овальность - ОВЛ,удовлетворительно,14.02,298.1,159.7,normal
6268,459,TFI,2017-07-14,22.8,28.8,666.5,True,коррозия - ОБШР,удовлетворительно,17.2,314.7,57.9,normal
6269,324,MPK,2017-06-20,-26.5,38.6,516.0,True,овальность - ОВЛ,допустимо,36.95,295.2,100.7,medium
6270,441,UTWM,2024-02-18,19.5,33.6,850.9,True,аномалия сварного шва - ШОВ,требует_мер,37.48,368.7,179.7,high
6271,535,TFI,2018-05-05,4.2,28.9,520.6,True,трещина - ТРЩ,удовлетворительно,11.47,286.8,40.4,normal
6272,402,GEO,2020-08-20,-25.3,88.5,544.1,True,овальность - ОВЛ,допустимо,47.52,152.4,153.0,medium
6273,628,RGK,2024-08-12,33.7,66.8,142.0,True,овальность - ОВЛ,допустимо,7.18,251.7,107.7,normal
6274,15,MFL,2017-08-15,2.0,85.8,105.9,True,трещина - ТРЩ,требует_мер,40.49,363.6,156.4,high
6275,152,VIBRO,2015-12-22,8.9,38.7,577.4,False,,удовлетворительно,,,,normal
6276,653,MFL,2016-04-22,-28.9,34.1,552.0,True,овальность - ОВЛ,удовлетворительно,39.99,37.4,134.4,high
6277,360,VIK,2023-02-19,0.6,54.6,166.5,True,трещина - ТРЩ,недопустимо,17.11,299.9,133.6,high
6278,513,UZK,2023-05-13,-10.7,81.7,402.2,True,аномалия сварного шва - ШОВ,удовлетворительно,50.26,42.8,175.5,high
6279,279,TFI,2023-03-19,-6.1,30.3,597.3,False,,удовлетворительно,,,,normal
6280,690,UZK,2019-09-26,19.3,64.8,581.8,False,,удовлетворительно,,,,normal
6281,398,TVK,2023-12-17,26.3,21.0,429.1,True,расслоение - ВМТ,требует_мер,11.92,47.1,70.8,medium
6282,444,UZK,2017-03-03,16.0,37.0,885.7,True,коррозия - ОБШР,допустимо,12.83,367.9,29.8,normal
6283,739,UZK,2024-11-28,-22.8,60.2,560.7,False,,удовлетворительно,,,,normal
6284,96,UTWM,2015-12-17,16.9,37.6,204.7,True,овальность - ОВЛ,требует_мер,26.49,263.7,33.7,medium
6285,665,MFL,2020-03-01,26.3,94.0,384.5,True,трещина - ТРЩ,удовлетворительно,15.68,205.2,16.5,normal
6286,201,PVK,2023-10-09,20.1,75.5,975.4,True,овальность - ОВЛ,удовлетворительно,44.85,347.9,70.6,medium
6287,634,VIK,2018-08-05,27.8,79.4,819.2,False,,удовлетворительно,,,,normal
6288,406,MFL,2019-01-28,19.6,69.8,828.0,True,аномалия сварного шва - ШОВ,допустимо,54.57,376.2,191.7,high
6289,408,GEO,2018-05-14,19.3,81.2,715.9,True,трещина - ТРЩ,удовлетворительно,39.55,196.9,163.8,medium
6290,98,TFI,2024-03-22,-18.2,89.8,593.2,False,,удовлетворительно,,,,normal
6291,416,UZK,2021-04-06,11.8,66.5,435.7,False,,удовлетворительно,,,,normal
6292,583,RGK,2021-10-04,-1.5,42.0,603.2,False,,удовлетворительно,,,,normal
6293,282,VIBRO,2016-12-22,15.8,60.6,394.4,False,,удовлетворительно,,,,normal
6294,412,MFL,2025-07-20,30.0,48.3,422.3,True,коррозия - ОБШР,недопустимо,6.56,58.1,10.3,high
6295,250,TFI,2018-04-29,-6.1,34.9,987.0,False,,удовлетворительно,,,,normal
6296,193,UZK,2021-11-10,28.2,60.9,906.9,True,овальность - ОВЛ,допустимо,36.14,50.6,174.4,medium
6297,731,UZK,2019-03-18,37.0,92.7,298.7,True,коррозия - ОБШР,допустимо,14.84,383.7,126.2,normal
6298,448,MFL,2021-08-08,-18.5,30.5,100.3,True,овальность - ОВЛ,удовлетворительно,49.78,365.2,57.1,high
6299,742,TFI,2022-10-09,-15.2,68.9,579.8,True,расслоение - ВМТ,допустимо,57.72,127.0,19.3,high
6300,85,UZK,2023-06-18,-26.9,71.6,963.1,True,расслоение - ВМТ,допустимо,31.0,266.4,29.3,medium
6301,644,TFI,2017-04-29,20.4,61.2,360.8,False,,удовлетворительно,,,,normal
6302,652,UZK,2022-12-26,-16.2,49.1,850.9,True,аномалия сварного шва - ШОВ,недопустимо,47.03,74.6,134.0,high
6303,302,UZK,2021-11-18,-4.3,69.2,485.2,True,потеря металла - ЯЗВА,требует_мер,35.84,361.9,148.9,medium
6304,452,PVK,2022-09-11,14.3,77.9,713.7,False,,удовлетворительно,,,,normal
6305,602,UZK,2018-11-27,32.5,90.6,145.4,False,,удовлетворительно,,,,normal
6306,519,RGK,2019-08-09,44.0,60.5,982.0,True,овальность - ОВЛ,допустимо,44.95,437.0,119.4,high
6307,289,UZK,2017-04-17,-25.2,92.6,786.5,True,расслоение - ВМТ,недопустимо,38.71,29.7,5.1,high
6308,479,GEO,2022-02-04,27.2,49.5,964.6,True,потеря металла - ЯЗВА,требует_мер,23.13,204.7,35.5,high
6309,604,PVK,2019-01-04,44.4,44.4,562.5,True,потеря металла - ЯЗВА,недопустимо,9.23,455.4,136.2,high
6310,21,VIK,2025-07-06,-13.3,33.1,415.6,True,расслоение - ВМТ,допустимо,22.84,34.7,106.3,medium
6311,164,UZK,2021-02-18,44.6,81.5,342.2,False,,удовлетворительно,,,,normal
6312,509,MFL,2018-02-04,-19.3,94.2,599.5,True,коррозия - ОБШР,удовлетворительно,13.96,432.5,22.2,normal
6313,398,TVK,2017-11-28,32.4,73.5,465.7,True,расслоение - ВМТ,допустимо,1.82,121.3,46.1,normal
6314,691,UZK,2022-08-09,5.5,70.8,596.3,True,коррозия - ОБШР,требует_мер,40.8,401.3,143.8,medium
6315,149,MFL,2020-03-17,-22.9,38.1,306.0,True,трещина - ТРЩ,удовлетворительно,44.24,166.9,112.4,medium
6316,648,PVK,2025-07-18,8.4,21.6,100.3,False,,удовлетворительно,,,,normal
6317,45,PVK,2018-10-02,32.2,22.0,792.3,False,,удовлетворительно,,,,normal
6318,68,RGK,2021-12-11,-11.2,70.9,991.4,False,,удовлетворительно,,,,normal
6319,120,PVK,2019-08-15,-14.4,32.7,715.3,False,,удовлетворительно,,,,normal
6320,13,UTWM,2024-07-09,-26.7,35.1,481.2,False,,удовлетворительно,,,,normal
6321,712,VIBRO,2022-01-27,37.5,51.9,533.7,True,расслоение - ВМТ,допустимо,26.93,202.7,58.2,normal
6322,618,MFL,2022-03-29,17.3,23.8,900.1,False,,удовлетворительно,,,,normal
6323,157,VIK,2024-05-13,16.6,69.5,726.5,True,трещина - ТРЩ,удовлетворительно,29.96,97.0,56.2,high
6324,57,TVK,2016-06-09,19.3,58.7,213.5,True,овальность - ОВЛ,удовлетворительно,41.44,457.2,172.8,high
6325,609,GEO,2023-04-01,22.5,84.7,414.8,True,аномалия сварного шва - ШОВ,требует_мер,13.69,466.9,121.4,medium
6326,2,VIK,2025-10-04,-12.7,67.2,832.8,False,,удовлетворительно,,,,normal
6327,473,UZK,2022-10-01,17.9,36.1,408.2,True,коррозия - ОБШР,допустимо,20.59,218.3,50.0,high
6328,40,UZK,2017-07-08,39.6,81.7,308.7,True,коррозия - ОБШР,требует_мер,20.21,217.7,60.1,high
6329,49,MPK,2024-03-07,13.6,60.9,820.6,True,вмятина - ПОКН,удовлетворительно,47.92,463.6,46.6,high
6330,111,MFL,2016-04-14,12.4,28.1,122.7,False,,удовлетворительно,,,,normal
6331,120,PVK,2024-06-25,-3.1,41.5,155.5,False,,удовлетворительно,,,,normal
6332,680,UZK,2021-01-12,13.2,34.9,794.3,True,овальность - ОВЛ,допустимо,44.57,221.9,41.8,medium
6333,673,MFL,2021-11-22,12.6,21.4,897.0,True,вмятина - ПОКН,допустимо,52.55,239.5,133.8,high
6334,111,UZK,2020-04-16,-10.4,33.8,365.9,True,трещина - ТРЩ,недопустимо,31.47,58.5,22.6,high
6335,540,UZK,2022-04-03,20.0,29.7,285.5,True,коррозия - ОБШР,удовлетворительно,42.58,236.5,133.2,high
6336,33,MFL,2020-03-23,-12.9,51.6,680.3,True,коррозия - ОБШР,удовлетворительно,3.7,294.5,164.2,normal
6337,429,PVK,2020-06-08,12.0,28.2,563.5,False,,удовлетворительно,,,,normal
6338,667,MPK,2018-04-06,-21.8,46.6,819.4,True,коррозия - ОБШР,допустимо,25.92,308.8,50.4,medium
6339,765,PVK,2025-08-17,-21.3,52.9,984.6,True,потеря металла - ЯЗВА,допустимо,32.54,354.0,154.0,medium
6340,398,MFL,2022-04-25,27.7,74.0,611.7,True,вмятина - ПОКН,требует_мер,59.12,225.6,125.4,high
6341,56,RGK,2025-05-31,7.6,45.5,286.4,True,аномалия сварного шва - ШОВ,удовлетворительно,19.4,469.6,118.5,normal
6342,158,UZK,2023-08-09,-0.5,39.2,699.0,False,,удовлетворительно,,,,normal
6343,205,MFL,2016-06-09,-12.2,36.1,458.0,False,,удовлетворительно,,,,normal
6344,137,UZK,2024-01-19,-26.9,32.6,469.3,False,,удовлетворительно,,,,normal
6345,583,TFI,2017-03-07,-13.4,68.3,157.6,True,трещина - ТРЩ,требует_мер,20.13,57.9,65.8,medium
6346,169,RGK,2018-01-13,-14.5,21.2,550.1,False,,удовлетворительно,,,,normal
6347,132,UZK,2025-07-02,-2.1,24.9,519.0,True,вмятина - ПОКН,требует_мер,10.88,204.7,111.2,medium
6348,307,TVK,2016-02-20,-23.6,47.3,503.2,False,,удовлетворительно,,,,normal
6349,423,PVK,2022-11-04,28.3,40.4,852.6,False,,удовлетворительно,,,,normal
6350,504,GEO,2023-01-20,24.2,20.3,362.4,False,,удовлетворительно,,,,normal
6351,414,UTWM,2017-01-12,43.3,24.1,719.5,True,трещина - ТРЩ,недопустимо,46.07,35.4,62.5,high
6352,53,TFI,2023-03-23,-15.2,35.5,742.0,True,овальность - ОВЛ,допустимо,15.41,467.7,137.0,normal
6353,485,VIK,2021-06-18,-3.0,51.6,597.5,True,овальность - ОВЛ,требует_мер,22.31,100.1,87.8,high
6354,616,UTWM,2019-05-14,-19.6,57.7,899.5,False,,удовлетворительно,,,,normal
6355,356,UZK,2016-11-28,36.7,67.6,450.4,True,вмятина - ПОКН,удовлетворительно,37.26,499.6,31.1,medium
6356,596,VIK,2016-11-21,29.8,29.0,470.7,True,аномалия сварного шва - ШОВ,требует_мер,43.81,268.9,50.8,high
6357,368,MFL,2025-08-07,13.9,42.3,117.4,True,расслоение - ВМТ,допустимо,42.31,245.6,48.4,high
6358,554,UTWM,2020-12-20,28.6,77.5,669.8,False,,удовлетворительно,,,,normal
6359,556,RGK,2016-11-28,42.2,42.0,384.5,True,трещина - ТРЩ,удовлетворительно,38.1,11.5,108.0,high
6360,500,UTWM,2016-03-07,40.2,32.4,283.6,False,,удовлетворительно,,,,normal
6361,332,PVK,2019-07-01,0.2,86.8,317.7,True,коррозия - ОБШР,требует_мер,35.23,358.6,112.2,high
6362,388,VIK,2016-10-22,-17.4,59.0,979.0,False,,удовлетворительно,,,,normal
6363,389,UTWM,2020-04-19,24.6,67.1,753.4,False,,удовлетворительно,,,,normal
6364,117,MFL,2016-12-30,-16.8,64.5,501.9,False,,удовлетворительно,,,,normal
6365,57,MFL,2021-12-19,30.2,20.0,378.7,True,аномалия сварного шва - ШОВ,удовлетворительно,8.78,462.9,173.6,normal
6366,582,VIK,2016-01-07,-9.1,22.3,559.1,True,расслоение - ВМТ,допустимо,37.46,155.5,103.7,high
6367,216,UZK,2024-03-17,-4.1,73.3,205.3,True,расслоение - ВМТ,удовлетворительно,47.01,120.1,67.0,medium
6368,223,UZK,2023-06-22,-21.5,92.5,532.7,True,потеря металла - ЯЗВА,допустимо,57.1,112.3,176.0,high
6369,370,UZK,2021-06-21,40.6,68.5,301.4,True,вмятина - ПОКН,допустимо,28.43,245.5,80.1,normal
6370,659,UZK,2018-07-09,10.4,32.4,181.2,True,вмятина - ПОКН,удовлетворительно,29.59,285.2,148.2,high
6371,3,GEO,2021-08-21,-14.4,34.2,546.7,False,,удовлетворительно,,,,normal
6372,701,MFL,2022-06-30,23.3,83.0,852.7,True,аномалия сварного шва - ШОВ,удовлетворительно,5.04,329.4,191.7,normal
6373,298,TFI,2022-01-11,-18.8,40.4,775.8,True,расслоение - ВМТ,требует_мер,56.7,93.1,9.3,high
6374,734,RGK,2021-12-17,42.9,87.5,704.4,False,,удовлетворительно,,,,normal
6375,15,UZK,2024-07-16,31.8,81.3,538.8,True,трещина - ТРЩ,удовлетворительно,13.57,16.8,105.5,normal
6376,478,TFI,2021-12-31,-7.4,53.0,908.8,True,вмятина - ПОКН,допустимо,17.8,495.1,158.7,normal
6377,78,TFI,2016-01-25,5.3,85.3,501.5,True,расслоение - ВМТ,требует_мер,49.77,280.0,172.1,medium
6378,669,MFL,2017-06-14,-13.6,53.6,717.6,True,потеря металла - ЯЗВА,удовлетворительно,47.19,243.7,106.7,medium
6379,306,MFL,2018-12-09,19.2,52.3,352.4,True,вмятина - ПОКН,требует_мер,53.35,485.8,69.5,high
6380,659,VIK,2021-08-19,-25.6,68.6,693.3,True,потеря металла - ЯЗВА,удовлетворительно,14.25,477.4,177.1,normal
6381,89,MFL,2023-04-28,11.5,22.4,304.2,False,,удовлетворительно,,,,normal
